サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
登別 石水亭,0,2,対象：男女,90,18,90,15,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
温泉銭湯 夢元(ゆもと) さぎり湯,6,7,対象：男女,92,13.7,90,12,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
登別温泉 登別グランドホテル,2,1,対象：男女,90,12,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
登別万世閣,0,1,対象：男女,88,13,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ホテルオーシャン,0,2,対象：男女,90,15.3,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
今金町交流促進センター あったからんど,0,2,対象：男女,91,15,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
北檜山温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ドーミーイン東室蘭,1,4,対象：男女,92,17.5,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
むろらん温泉ゆらら,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
静内温泉,0,8,対象：男女,85,18,85,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
温泉ホテル 八雲遊楽亭,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
みついし昆布温泉 蔵三,6,11,対象：男女,86,15,84,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
あわび山荘,0,0,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
まさご湯,0,2,対象：男女,-,-,-,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
奥尻湯の浜温泉ホテル緑館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ひらたない荘,0,0,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
カルデラ濁川温泉 ふれあいの里,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
みなみ北海道鹿部ロイヤルホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
キッチンもりもり,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
おとべ温泉いこいの湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
南茅部保養センター,0,1,対象：男女,88,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ホテル函館ひろめ荘,0,2,対象：男女,94,19,90,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
俄虫温泉旅館大成,0,0,対象：男女,90,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ニヤマ温泉あじさいの湯,0,0,対象：男女,80,11,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
ゆうひの館,1,3,対象：男女,90,14,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
北斗市健康センターせせらぎ温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
七飯町健康センターアップル温泉,0,1,男性専用,88,16,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
湯元 花の湯,2,12,対象：男女,92,15,96,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
昭和温泉,1,3,男性専用,82,-,88,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ホテル恵風,8,9,対象：男女,92,17,?,?,ng,ng,ok,ok,ok,ok,-,-,-,-,-,-
山の手温泉,2,1,対象：男女,75,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
花園温泉,0,0,対象：-,?,?,90,14,-,-,-,-,-,ng,ng,ng,ok,ok,ng,-
湯の川温泉 ホテル雨宮館,2,7,対象：男女,89,-,90,22,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
望楼NOGUCHI函館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯元 啄木亭,0,8,対象：男女,92,-,92,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
ホテル万惣,4,9,対象：男女,90,20,88,20,ng,ng,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
イマジン ホテル&リゾート函館,0,1,対象：-,?,?,92,14,-,-,-,-,-,ng,ng,ng,ng,ok,ng,-
谷地頭温泉,22,26,対象：男女,87,20,80,9,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ふれあい湯遊館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
こもれび温泉,1,1,対象：男女,-,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
海峡保養センター大間温泉,0,1,対象：男女,80,19.6,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
大間町大間温泉養老センター,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
桑畑温泉 湯ん湯ん,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
吉岡温泉ゆとらぎ館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
温泉旅館矢野,6,3,対象：男女,95,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
石神温泉,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
むつ矢立温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
むつグランドホテル,1,1,対象：男女,-,-,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
よしの湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯の沢温泉ちゃぽらっと,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
し~うらんど海遊館,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ok,ng
よこはま温泉 横浜町老人福祉センター,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
蓬田村役場 ふれあいセンター・よもぎ温泉,1,0,男性専用,95,16,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
しゃりき温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
平内いきいき健康館(よごしやま温泉),0,2,対象：男女,90,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
スパハウスろっかぽっか,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
まかど観光ホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
野辺地温泉ランド,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
あおもり健康ランド,12,10,対象：男女,90,18,80,18,ng,ng,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
フラワー温泉やえだ,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
沖館温泉,3,1,男性専用,90,20,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
青森センターホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
青森まちなかおんせん,11,15,対象：男女,90,22,85,20,ng,ng,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
ロイヤル温泉旅館,1,1,対象：男女,?,?,94,21,-,-,-,-,-,ng,ng,ng,ok,ok,ng,-
こやなぎ温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
あづましの里温泉 いい湯だな,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
つくだ温泉 ゆーぽっぽ,0,1,対象：男女,92,26,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
桂木温泉,2,1,対象：男女,70,17,?,?,ng,ok,ng,ng,ng,ng,-,-,-,-,-,-
みちのく浴場,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
フラワー温泉花月苑,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
しゃこちゃん温泉,1,5,対象：男女,95,-,94,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
音次郎温泉旅館,0,1,男性専用,88,25,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
SDフィットネス青森浜田店,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
仙寿・鶴亀温泉,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
極楽湯 青森店,3,6,対象：男女,90,17.8,90,17.8,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
じょっぱり温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
おらほの湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
鯵ヶ沢温泉水軍の宿,1,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
【閉店】津軽富士見ランドホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
福祉健康保養センター つがる富士見荘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
天間林温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
温泉旅館 松園,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
玉勝温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
和ノ湯,2,5,対象：男女,98,15,90,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
ほっとプラザ 杉の子温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
平畑温泉,2,3,対象：男女,80,14,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
さかた温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
三沢空港温泉,2,9,対象：男女,82,14,75,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
桂温泉,2,3,対象：男女,85,14,72,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
ポパイ温泉,1,4,対象：男女,108,23,100,17,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
板柳町ふるさとセンター,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
岡三沢温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
あおば温泉,1,1,対象：男女,98,19,50,21,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
太郎温泉旅館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
はたけのゆっこ,0,1,男性専用,86,20.5,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
富士見温泉,0,1,対象：男女,94,24,92,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
星野リゾート 青森屋,5,7,対象：男女,92,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
バーラウンジ プラット,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
八甲田ホテル,22,5,対象：男女,90,9,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
一本木沢温泉,2,1,対象：男女,90,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
紅葉の湯,1,1,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
深浦町フィットネスプラザゆとり温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
やすらぎ温泉,0,0,対象：男女,92,24,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
平川温泉,0,1,男性専用,111,24,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
黄金崎不老ふ死温泉,4,2,対象：男女,80,19,82,21,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
【閉店】五代温泉玉の湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ゆーゆーランド,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ホテル ポニー温泉,2,2,対象：男女,95,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
十和田温泉,7,3,対象：男女,77,18,?,?,ng,ok,ng,ok,ok,ok,-,-,-,-,-,-
アクアセラピ温泉 森ランド,0,3,対象：男女,85,16,85,16,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
ホテルリコルソ弘前,1,5,男性専用,96,24,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
カプセルイン弘前・アサヒサウナ,0,16,男性専用,95,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
からんころん温泉,0,2,対象：男女,87,17.5,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
天然温泉岩木桜の湯ドーミーイン弘前,2,7,対象：男女,92,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
セントラルフィットネスクラブ弘前,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
桔梗野温泉,0,0,男性専用,45,23,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
南田温泉ホテルアップルランド,0,0,対象：男女,-,-,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
御所温泉,0,0,対象：男女,86,24,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
奥入瀬 森のホテル,0,0,対象：男女,84,26,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ブナの里 白神館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
星野リゾート 奥入瀬渓流ホテル,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
おおびらき温泉,0,1,対象：男女,95,20,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
せせらぎ温泉,0,4,対象：-,86,23,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
白馬龍神温泉,0,1,男性専用,49,24.5,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
花の湯,0,2,対象：男女,88,26,-,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
スーパー銭湯極楽湯八戸店,1,8,対象：男女,90,16,82,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
不二やホテル,0,0,男性専用,80,22,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
はちのへゆーゆらんど新八温泉,15,22,対象：男女,96,16,65,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
大鰐町地域交流センター 鰐come,14,13,対象：男女,100,21,68,19.5,ng,ng,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
八戸中央温泉たまご湯,0,0,対象：-,80,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
八戸城下町温泉 花衣,1,1,対象：男女,85,27.6,72,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
野馬の湯天然ラドン温泉,2,8,対象：-,92,-,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
星野リゾート 界 津軽,2,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
温泉みちのく,1,3,対象：男女,92,-,90,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
セントラルフィットネスクラブ八戸,0,1,対象：男女,?,?,90,18,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
倉石温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
バーデハウスふくち,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
平川市役所 碇ヶ関温泉会館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
大館矢立ハイツ,3,5,対象：男女,88,14,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
新郷温泉館,0,0,対象：男女,86,-,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
マリンサイドスパたねいち,0,2,対象：男女,110,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
八森いさりび温泉ハタハタ館,6,14,対象：男女,92,26,92,21,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
スパドーム,0,1,対象：男女,60,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
【閉店】金田一温泉センター「ゆうゆうゆーらく」,0,0,対象：男女,90,15,-,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
ホテルゆとりあ藤里,1,1,男性専用,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
たしろ温泉ユップラ,1,4,対象：男女,90,17,-,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
清風荘,0,1,対象：男女,-,-,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
ほうおう庭,0,0,対象：男女,80,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
おおの温泉健康の湯,0,2,対象：男女,-,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
能代山本スポーツリゾートセンターアリナス,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯らくの宿 のしろ,0,2,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
ひない温泉比内のゆ,3,6,対象：-,88,15,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
伊勢堂岱温泉 縄文の湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
稲庭交流センター 天台の湯,0,1,対象：男女,55,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
花輪温泉 ゆたろう,1,2,男性専用,90,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
久慈サウナ,11,11,男性専用,89,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
久慈健康ランド 古墳ノ湯,1,1,対象：男女,95,19,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
長寿の湯,0,1,男性専用,105,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
五の宮のゆ,0,2,対象：男女,107,15,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
あゆっこ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
鹿角市 湯瀬ふれあいセンター,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
湯瀬ホテル,1,0,男性専用,90,13,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
和心の宿 姫の湯,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
新安比温泉静流閣,2,2,対象：男女,80,-,80,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
三種町山本健康保養センター森岳温泉ゆうぱる,0,1,対象：男女,70,18,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
奥中山高原温泉「煌星の湯」,2,2,対象：男女,90,10,-,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
新山根温泉 べっぴんの湯,1,0,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
奥中山高原温泉「朝朱の湯」,1,1,対象：男女,100,13,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
国民宿舎 森吉山荘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
夕陽温泉WAO,2,2,対象：男女,-,21,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
ポルダー潟の湯,0,24,対象：-,90,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
安比豊畑温泉 フロンティアの湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
綿帽子温泉館あずみの湯,0,0,対象：男女,?,?,88,18,-,-,-,-,-,ng,ng,ng,ok,ng,ng,-
ラビスタ安比高原,0,1,男性専用,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ホテル安比グランド,0,2,対象：男女,94,18,82,20,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
安比温泉白樺の湯,0,4,対象：男女,74,12,74,21,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
安比温泉岩畑の湯 安代林業センター,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
八幡平温泉ゆらら,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
男鹿温泉 結いの宿 別邸つばき,1,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
後生掛温泉,11,0,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
温浴ランドおが なまはげのゆっこ,1,6,対象：男女,95,17,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
八幡平市自然休養村 なかやま荘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
打当温泉マタギの湯,0,2,対象：男女,90,17,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
八幡平ハイツ,2,4,対象：男女,89,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,ng
八幡平ライジングサンホテル,0,0,対象：男女,80,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
八幡平温泉館 森乃湯,2,0,対象：男女,84,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
焼走りの湯(岩手山焼走り国際交流村 内),2,3,対象：男女,92,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
天王温泉くらら,0,3,対象：男女,92,19,60,19,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
網張温泉 ありね山荘,2,0,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
クアドーム ザ・ブーン,0,1,対象：男女,81,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ロッヂたちばな,0,0,対象：男女,90,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
盛岡市余熱利用健康増進センター ゆぴあす,3,2,対象：男女,80,18,80,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
秋田温泉さとみ,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
秋田温泉プラザ,2,9,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
秋田温泉さとみ 温泉センター りらっくす,3,15,対象：男女,84,15,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
ユフォーレ,0,1,対象：男女,75,22,76,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
天然温泉 田沢湖レイクリゾート(旧ホテル森の風 田沢湖),0,0,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
フォックスバーデンスパドーム,1,1,対象：男女,84,20,85,20,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
中通温泉こまちの湯ドーミーイン秋田,1,20,対象：男女,92,17,89,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
華のゆ グランティア秋田,5,34,対象：男女,80,20,89,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
河辺岩見温泉,2,7,対象：男女,90,21,90,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
桜温泉さくらさくら,0,3,対象：男女,90,24,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
ながまち梅の湯,2,1,対象：男女,88,11,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
仙北市民浴場 東風の湯(だしのゆ),0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
四季の湯,1,4,対象：男女,92,20,84,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
喜盛の湯,15,47,対象：男女,90,15,80,15.5,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
盛岡・つなぎ温泉 愛真館,0,0,対象：男女,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
西木温泉クリオン,0,3,対象：男女,94,14,92,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
ホテル森の風鶯宿,2,0,対象：男女,86,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
サウナ&カプセル宮古,9,4,男性専用,100,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
鶯宿温泉 長栄館,0,1,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
湯ったり館,2,1,対象：男女,90,20,95,21,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
温泉ゆぽぽ,0,2,対象：男女,90,16,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
かくのだて温泉,0,4,対象：男女,94,16,-,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
西仙北ぬく森温泉ユメリア,0,4,対象：-,95,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
【閉店】ホテル森の風 沢内銀河高原,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
川口温泉 奥羽山荘,0,4,対象：男女,85,15,84,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
中里温泉,0,1,対象：男女,?,?,90,-,-,-,-,-,-,ng,ng,ng,ok,ok,ng,-
かみおか温泉嶽の湯,0,1,対象：男女,90,16,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
史跡の里交流プラザ柵の湯,1,1,対象：男女,85,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
結びの宿 愛隣館,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
スパ西遊喜,7,8,対象：男女,94,21,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
花巻温泉 佳松園,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
山の神温泉 優香苑 なごみの湯,5,3,対象：男女,87,20,98,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ng,ok
花巻温泉 ホテル紅葉館,2,4,対象：男女,80,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,ng
花巻温泉 ホテル千秋閣,2,3,対象：男女,93,15,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
千畑温泉サンアール,0,1,対象：男女,80,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
南外ふるさと館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
渡り温泉 ホテルさつき 別邸楓,1,1,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
湯の杜ホテル志戸平,1,2,対象：男女,101,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ぱいんすぱ新山,2,12,対象：男女,90,18,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
